Feature0,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,target
-0.34524443128806004,-3.0799393707079004,1.5863919895341723,-1.463373412070044,-0.15452997050292439,-0.043566905564735414,-0.1064503064759162,0.8839792079365665,0.8729922296446271,1.2933574395730147,1
-1.3110116388563897,0.41526426301454933,-1.7814422017714264,-1.3741330150949818,-2.839301178360141,0.709042119366271,0.8340235405889618,0.6977257587047854,-5.14694342943106,-1.156952932503247,0
-3.5908773851900855,-0.24329910387808562,-0.7728179046017516,-1.2846098786581872,-0.9395389979214408,-0.654256802453129,0.4732591712590044,1.3228301261565227,-2.1885468044974723,-1.4604496222668213,0
-1.1201286527907395,-0.9936291145993217,1.3787845495337825,-0.759288783274682,0.35614204148273765,-1.7170915065437127,2.1591721991084527,-3.0199189379862474,3.046727057987744,0.32855249587413304,0
-1.0735905472166087,1.1836439730363169,-3.308382087275896,-0.7956953084983993,-1.932591672689428,1.3390783446728691,0.0617893757095061,1.874358243593409,-5.716109386891052,-1.2343590577348473,0
-1.5658363395589745,0.6693480261877323,-1.5471926533464786,-2.552368114224307,-1.539838055314228,-1.1600788651582743,-1.4144240318008168,3.348606529676272,-3.8478158795671344,-2.061027550183171,0
0.016423296277475297,-4.120147521901703,-2.9193125694615265,-3.346018208160992,-1.4754060844830417,-0.15435903394729034,3.408337306884027,0.32068340005350926,-2.336201763327131,1.5312544631433984,1
-0.12794401034467873,-0.018763678650094873,-1.1148116239648456,2.44992285269398,-1.4601840565548299,-0.9943054257786684,3.1824228398379617,0.1542208946590682,-1.4575391696511109,-2.2431372861789676,0
-0.5107725941675564,-1.3953353045554666,-1.0223202961745506,0.148086858823393,-0.9749294216009571,2.0749720333676374,1.891036968791372,-2.1394834039442943,-2.8469041393358028,-1.0177316593982892,0
3.063439857369463,0.3475898125495973,-0.7061722722483834,2.5308060930260927,-2.342262166154785,-1.9223966029794528,5.477756727782678,-3.8853887492456463,-0.2415404462273625,-2.231303838508496,1
-3.939036265612806,2.868714378360475,-0.7149208688876003,1.1693370211148677,-0.3061573402103711,-1.5592921716726236,5.006332930117935,-5.867674987466129,2.444646728818133,0.7289312465832121,0
2.6111507217069247,-1.5736479517390307,1.016284517548106,-0.2616469619179742,-1.8994370526490072,-2.3946195091862954,3.352613632229303,-2.006554672338971,1.292038949675131,-0.041615278589733684,1
